date,series,open,high,low,prev_close,ltp,close,vwap,52wh,52wl,volume,value,no_of_trades
24-Dec-2021,EQ,652.05,655.45,639.3,650.25,650.4,651.3,648.24,776.5,344.0,3973912,"2,576,050,294.35",50324
23-Dec-2021,EQ,665.8,670.9,647.2,661.0,650.0,650.25,656.92,776.5,344.0,2971327,"1,951,923,426.25",50625
22-Dec-2021,EQ,663.15,666.15,657.65,658.3,660.4,661.0,662.12,776.5,344.0,1273217,"843,028,195.75",34416
21-Dec-2021,EQ,647.0,666.0,645.4,642.6,658.5,658.3,659.89,776.5,344.0,3127861,"2,064,049,266.50",55455
20-Dec-2021,EQ,650.1,656.0,630.5,660.25,642.55,642.6,638.58,776.5,344.0,4070706,"2,599,467,784.20",63889
17-Dec-2021,EQ,662.15,665.0,653.05,662.15,659.75,660.25,660.11,776.5,344.0,3003978,"1,982,948,773.15",47192
16-Dec-2021,EQ,665.0,666.2,653.5,658.5,663.95,662.15,659.84,776.5,344.0,2474595,"1,632,845,068.90",44603
15-Dec-2021,EQ,670.3,677.65,656.6,670.3,658.1,658.5,664.82,776.5,344.0,4724542,"3,140,988,524.60",51547
14-Dec-2021,EQ,665.55,676.0,661.25,670.55,670.9,670.3,668.07,776.5,344.0,2942047,"1,965,489,353.30",51173
13-Dec-2021,EQ,682.0,692.95,667.6,679.55,671.05,670.55,677.99,776.5,344.0,4149735,"2,813,478,594.65",59061
10-Dec-2021,EQ,670.0,681.45,670.0,674.1,679.0,679.55,677.07,776.5,344.0,2430834,"1,645,849,356.20",37523
09-Dec-2021,EQ,676.0,678.35,661.05,672.95,673.65,674.1,670.46,776.5,344.0,9692290,"6,498,329,893.75",87307
08-Dec-2021,EQ,665.55,676.0,660.15,660.65,673.0,672.95,670.94,776.5,344.0,9676621,"6,492,419,025.50",83775
07-Dec-2021,EQ,648.95,663.65,647.15,642.85,661.5,660.65,657.95,776.5,344.0,12896360,"8,485,107,578.50",135062
06-Dec-2021,EQ,644.7,661.0,636.75,644.55,641.65,642.85,650.86,776.5,344.0,13699768,"8,916,660,037.55",128224
03-Dec-2021,EQ,637.0,654.85,637.0,646.75,646.0,644.55,648.61,776.5,344.0,4885753,"3,168,965,104.10",84506
02-Dec-2021,EQ,638.0,648.75,630.8,637.2,646.25,646.75,640.44,776.5,344.0,4017457,"2,572,928,770.65",72604
01-Dec-2021,EQ,614.95,639.8,614.0,608.4,638.75,637.2,625.95,776.5,344.0,6580138,"4,118,839,772.40",103659
30-Nov-2021,EQ,621.5,632.6,604.3,625.6,608.75,608.4,616.35,776.5,344.0,6606473,"4,071,877,203.40",87331
29-Nov-2021,EQ,631.7,637.8,618.1,628.65,625.0,625.6,628.84,776.5,344.0,4230776,"2,660,481,097.70",77353
26-Nov-2021,EQ,668.25,672.55,624.25,680.9,630.0,628.65,644.06,776.5,334.1,8921840,"5,746,180,458.50",144970
25-Nov-2021,EQ,683.25,687.8,674.2,683.25,679.0,680.9,680.26,776.5,334.1,2850008,"1,938,740,651.25",39663
24-Nov-2021,EQ,683.3,696.0,670.0,683.3,680.95,683.25,688.08,776.5,334.1,4374307,"3,009,871,646.95",68510
23-Nov-2021,EQ,657.1,689.7,657.1,657.0,683.25,683.3,681.51,776.5,334.1,9033812,"6,156,654,340.75",129070
22-Nov-2021,EQ,654.95,663.5,645.05,650.55,661.25,657.0,653.95,776.5,334.1,3944981,"2,579,828,888.65",55423
18-Nov-2021,EQ,663.0,666.9,643.0,662.35,651.4,650.55,654.21,776.5,329.15,4010171,"2,623,491,338.35",60391
17-Nov-2021,EQ,660.3,671.7,658.6,664.9,662.45,662.35,663.78,776.5,329.15,2882577,"1,913,401,119.05",47904
16-Nov-2021,EQ,658.0,674.0,655.7,661.5,663.05,664.9,665.71,776.5,329.15,2795558,"1,861,035,929.00",48965
15-Nov-2021,EQ,675.0,675.05,658.05,671.35,662.3,661.5,664.21,776.5,329.15,3143670,"2,088,043,931.35",40761
12-Nov-2021,EQ,672.05,675.75,663.35,667.4,671.45,671.35,669.8,776.5,326.25,2542949,"1,703,276,419.75",48503
11-Nov-2021,EQ,662.4,669.85,660.25,662.4,666.55,667.4,666.07,776.5,326.25,3868489,"2,576,698,333.10",56518
10-Nov-2021,EQ,675.0,676.05,652.2,676.65,661.55,662.4,660.94,776.5,326.25,6871348,"4,541,521,304.40",111014
09-Nov-2021,EQ,686.0,691.35,675.15,685.85,677.4,676.65,681.1,776.5,326.25,2494969,"1,699,325,785.80",39615
08-Nov-2021,EQ,683.0,687.95,668.05,678.65,684.1,685.85,680.42,776.5,326.25,2919045,"1,986,178,261.65",46925
04-Nov-2021,EQ,680.95,685.0,677.15,680.25,679.0,678.65,679.92,776.5,306.55,352700,"239,806,269.60",9424
03-Nov-2021,EQ,677.45,683.55,673.55,672.85,680.0,680.25,679.26,776.5,306.55,2265795,"1,539,052,834.35",33369
02-Nov-2021,EQ,693.4,693.4,671.5,688.95,674.5,672.85,679.15,776.5,306.55,3204544,"2,176,373,265.90",49137
01-Nov-2021,EQ,680.0,690.75,672.5,669.15,687.7,688.95,684.55,776.5,306.55,3234840,"2,214,398,922.70",65591
29-Oct-2021,EQ,670.0,684.8,663.0,667.45,672.5,669.15,673.84,776.5,299.6,3612552,"2,434,283,821.50",71599
28-Oct-2021,EQ,682.9,684.4,664.05,684.9,669.7,667.45,673.35,776.5,299.6,3080237,"2,074,091,383.30",57108
27-Oct-2021,EQ,694.35,699.5,682.1,694.35,683.45,684.9,692.74,776.5,299.6,3330934,"2,307,454,830.05",61638
26-Oct-2021,EQ,678.7,697.45,674.5,674.25,695.4,694.35,685.08,776.5,299.6,4238644,"2,903,789,217.75",58338
25-Oct-2021,EQ,670.0,678.0,653.05,667.8,673.5,674.25,668.13,776.5,299.6,3987950,"2,664,467,392.85",66164
22-Oct-2021,EQ,676.0,690.0,658.05,674.1,665.9,667.8,669.34,776.5,299.6,10162556,"6,802,200,340.75",148640
21-Oct-2021,EQ,691.35,693.95,655.1,685.15,676.0,674.1,674.24,776.5,299.6,5811087,"3,918,093,478.10",80504
20-Oct-2021,EQ,692.0,695.7,675.4,691.55,686.0,685.15,685.46,776.5,299.6,3256699,"2,232,340,209.25",56957
19-Oct-2021,EQ,722.5,722.5,688.45,715.8,692.5,691.55,704.72,776.5,299.6,4164143,"2,934,565,049.65",65305
18-Oct-2021,EQ,695.5,727.3,695.5,692.85,715.85,715.8,717.58,776.5,299.6,9493244,"6,812,159,205.15",145222
14-Oct-2021,EQ,690.0,699.0,682.95,681.45,694.0,692.85,693.18,776.5,279.35,4751065,"3,293,353,263.45",80086
13-Oct-2021,EQ,673.8,692.0,671.0,673.75,681.0,681.45,684.84,776.5,279.35,5601758,"3,836,287,493.00",80693
12-Oct-2021,EQ,672.4,681.0,665.4,672.4,673.55,673.75,673.23,776.5,279.35,2930894,"1,973,152,571.50",45732
11-Oct-2021,EQ,671.05,678.0,666.7,665.85,673.45,672.4,672.43,776.5,279.35,2257738,"1,518,163,793.75",37150
08-Oct-2021,EQ,670.05,683.0,664.5,666.55,665.3,665.85,672.23,776.5,279.35,3826818,"2,572,518,829.90",53702
07-Oct-2021,EQ,666.0,670.0,659.0,659.25,666.5,666.55,665.56,776.5,279.35,3042177,"2,024,751,552.05",43897
06-Oct-2021,EQ,680.0,684.0,655.55,679.35,657.55,659.25,667.56,776.5,279.35,5994344,"4,001,605,665.20",82247
05-Oct-2021,EQ,681.15,690.85,677.15,681.15,679.5,679.35,683.32,776.5,279.35,4186464,"2,860,683,227.35",61497
04-Oct-2021,EQ,674.5,686.8,662.1,674.25,682.0,681.15,675.69,776.5,279.35,5617530,"3,795,702,900.00",69629
01-Oct-2021,EQ,660.0,686.7,658.9,668.3,673.95,674.25,675.67,776.5,269.15,5193048,"3,508,805,403.35",80193
30-Sep-2021,EQ,683.2,683.2,666.35,679.8,668.0,668.3,674.36,776.5,269.15,4934499,"3,327,625,751.15",70397
29-Sep-2021,EQ,658.9,684.3,653.6,660.85,680.0,679.8,671.21,776.5,269.15,7345149,"4,930,146,256.40",81793
28-Sep-2021,EQ,650.0,667.9,648.1,648.65,662.0,660.85,658.28,776.5,269.15,4735779,"3,117,483,200.20",61424
27-Sep-2021,EQ,660.45,663.75,646.3,659.15,648.1,648.65,655.67,776.5,269.15,5889365,"3,861,479,763.05",74288
